time_sec,delta_raw,delta_smooth,theta_raw,theta_smooth,alpha_raw,alpha_smooth,low_beta_raw,low_beta_smooth,high_beta_raw,high_beta_smooth,gamma_raw,gamma_smooth
1.0,162.5273689414557,126.9836220368362,15.59136131212116,12.78571049660495,3.7481805942262842,8.22511268659486,1.3426774909072514,1.356105100561709,2.8740066714624097,2.790330019977223,1.9267660665578885,1.890715097553474
2.0,193.52037876198384,119.56221030429992,15.008529805447091,11.645645738381496,9.14851980055515,8.803819496242223,1.5206951444567898,1.3525488117772144,2.0323100689168316,2.884271278700214,1.7414759394223502,1.8491891997632623
3.0,29.273831767920207,113.01224170030903,6.466971103089165,10.632548853247055,4.061320247693958,9.327641185891386,1.285378981990135,1.3534804992273588,3.812099399034339,2.968305003067321,1.6351420350839891,1.8105747947918152
4.0,27.8554279544565,107.29558482391496,5.143703647633684,9.741118891708684,10.29073624030508,9.798764010866021,1.4644194011835423,1.3586143975724982,3.2860893435978356,3.042857543904848,1.8362565910465363,1.7747976790770417
5.0,37.493986066744,102.3741082741692,5.328708001027527,8.966054904273443,10.818267180697147,10.219374226489803,1.0577892774107094,1.367664741472989,3.224742087034274,3.1083552520390976,1.9962951945980443,1.7417836490568512
6.0,59.809283576279554,98.2096806501232,4.1317508676229036,8.302055941448394,7.862687756415074,10.591658088086406,0.9006929989440409,1.380345765589187,2.6510318131839714,3.165224478296374,1.6723168087003608,1.7114585011691525
7.0,178.02843652331734,94.76417055082844,16.60543903985488,7.74382105374059,18.428746744300607,10.917801850979506,1.0315304444911129,1.396371704581449,2.8129325967648735,3.2138915735029805,1.4413455515811453,1.6837480318518552
8.0,216.36042223630102,91.99944657533638,15.809731103880091,7.286049291657093,21.399154482920082,11.199991770492776,1.4285484537460988,1.4154567931101305,3.1904360516428074,3.25478288848522,1.6391644673362367,1.6585780375428683
9.0,41.72176070382006,89.87737732269846,4.035853411317798,6.923439705704963,17.23219187900209,11.440414101949893,2.52628533111982,1.4373152658355877,3.938214224190591,3.2883247740693973,1.5415819539617643,1.6358743146801007
10.0,18.266637362302667,88.3598313919662,7.124439794343626,6.650691346391257,24.028398700765383,11.641255100674528,1.4575369485804095,1.4616613574181772,2.0230751740098523,3.3149435810818146,2.0932313246603105,1.6155626597014618
