time_sec,delta_raw,delta_smooth,theta_raw,theta_smooth,alpha_raw,alpha_smooth,low_beta_raw,low_beta_smooth,high_beta_raw,high_beta_smooth,gamma_raw,gamma_smooth
1.0,1708.8571584836989,1274.2078052364943,212.61022666809393,90.46113384350545,31.954729782630103,17.455256428876854,8.337350327862431,8.664245287707228,4.474525538480685,8.780667963001658,5.190415665951208,6.081538062863937
2.0,2851.2053571320002,1106.078026678451,108.54812474544644,79.76360952927686,23.530772837478246,16.170813273137913,13.56291577244612,8.039773285436375,15.155373722177995,8.681861249404923,9.666406193867575,5.928363065366634
3.0,576.467882465406,951.1280632518863,23.49389912381814,69.91210095022814,5.616576297801214,15.012831220855237,7.217134409596365,7.473974948133865,6.838991342961729,8.5903199832483,4.239139653678952,5.783347421219907
4.0,63.87884992323984,808.8882659729964,16.17394247581276,60.87651377334596,16.870176411902058,13.975955421613254,3.793110384291878,6.964443630140806,6.6070154613042105,8.505765114019601,3.4973981249644197,5.646246764925077
5.0,41.35318327177025,678.888985857977,14.18985435176976,52.62675366561702,5.720198751990048,13.054831024996393,4.270764412045078,6.508772685798315,6.514977173376128,8.427917591206644,4.606281793103515,5.516816730983469
6.0,103.61932688687571,560.6605739230245,5.101857775279414,45.132726294027975,3.4242247762864917,12.244103180589079,2.0986056019588837,6.104555469447501,8.307107105227532,8.35649836429724,7.211850567431357,5.3948129538964045
7.0,79.1076004846969,453.73338118433446,12.6739318916928,38.364337325565515,8.433074088006652,11.538417037975734,7.020812875165504,5.749385335429478,7.951872099706306,8.291228382779204,5.01242999343945,5.279991068165208
8.0,12.342300131441954,357.63775865810294,17.395312246384496,32.291492427216326,1.2405808081321898,10.932417746740787,2.780556175485363,5.440855638085358,6.787689998644935,8.231828596140351,3.544237645530603,5.1721067082912
9.0,48.10659879774267,271.90405736052617,7.160161988820108,26.884097265967057,9.342788738543685,10.420750456468665,5.040194672134802,5.176559731756254,8.153119044052527,8.178019953868496,4.214745303263982,5.070915508775705
10.0,20.1915943118219,196.06262830779997,17.472219240870427,22.112057508804412,3.308422335311982,9.998060316743793,3.4655293584720828,4.954090970783277,7.73073176315543,8.129523405451453,4.390752310203187,4.976173104120048
11.0,23.200539824636806,129.64382251612005,11.378933450237032,17.945278822715053,5.306403717779192,9.658992477150598,5.797721005982153,4.771042709507541,12.869109831256868,8.086059900377034,4.7350518870198455,4.887635128825549
12.0,118.73236236051392,72.17799100168281,14.848560976327308,14.353666874685644,12.651837129834306,9.398192087273504,11.21271367051053,4.625008302270158,15.740942553416643,8.047350388133056,5.742686215078452,4.805057217393532
13.0,43.07479648589019,23.195484780684183,15.263788586776933,11.307127331702901,16.022388651959655,9.21030429669694,7.410355201560419,4.513581103412239,8.772947731875073,8.013115818207332,9.300095736286995,4.72819500432532
14.0,23.669935952123495,-17.7733451306799,7.839632483766204,8.77556586075346,13.69820940661816,9.089974255005325,4.0853267560078,4.434354467274898,10.802843731194155,7.983077140087676,4.2847478052949,4.656804124122236
15.0,13.640356639904436,-51.198147716213725,10.760933486363296,6.728888128824039,9.501454846944515,9.031847111783094,6.048827222229098,4.384921748199246,6.55030455683854,7.956955303261904,4.4036569440842905,4.590640211285604
16.0,18.678270028155673,-77.5485719597209,12.881489437382244,5.136999802901272,9.776135596649642,9.030568016614671,3.5854126871846193,4.362876300526398,4.122025511475929,7.934471257217829,3.543619277633331,4.529458900316745
17.0,47.44358618531828,-97.29426684500595,29.001200629530942,3.969806549971878,6.91048252563787,9.080782119084478,2.8058748535357125,4.365811478597463,8.294447289848533,7.915345951443265,6.603697902548449,4.473015825716983
18.0,255.16089220683094,-110.90488135587248,11.872336707699647,3.1972140370224906,17.04989128002701,9.177134568776943,4.974652264272276,4.391320636753556,6.9591487904288964,7.899300335426028,6.117413430350469,4.42106662198764
19.0,44.36259052499165,-118.85006447612432,16.264697078752988,2.7891279310398147,34.4046100920441,9.314270515276494,3.3052891404922824,4.436997129335788,7.265996273538159,7.8860553586539295,3.2437766012577534,4.373366923630041
20.0,22.92971642633318,-121.59946518956622,11.82538453430199,2.7154538990105266,8.121393828586397,9.486835108167554,5.78154458646163,4.500434310685273,5.41789330972268,7.875331970614786,3.9139905224699674,4.329672365145507
21.0,30.035429167279133,-119.62273248000179,11.238343362847713,2.9460976079213026,8.268226954584925,9.689473497034555,7.651825410561556,4.57922553514312,5.011270528451118,7.866851120796412,4.648593666985645,4.289738581035364
22.0,71.07407717868415,-113.38951533123509,19.16827589435184,3.450964724758805,4.301770398404102,9.916830831461912,3.17504998649711,4.670964157050445,7.629475715459277,7.86033375868662,3.8715344541272576,4.253321205800931
23.0,29.135674137308044,-103.36946272706996,10.014142783293938,4.199960916509738,6.176383854219303,10.163552261034058,3.7599726704705994,4.773243530748359,8.27203262443481,7.855500833773226,3.3997029363606184,4.220175873943533
24.0,12.48244800311987,-90.03222365131023,18.155965160454258,5.162991850160751,3.906789987707221,10.424282935335425,2.79723576559765,4.883657010577974,10.252800417368741,7.852073295544043,3.151401080110025,4.1900582199644925
25.0,19.407211972684472,-73.84744708776088,17.87207539743894,6.3099631926985325,6.698375505585837,10.693668003950425,7.338387587958793,4.999797950880406,7.679347219346801,7.849772093486886,3.3778110664935124,4.162723878365133
26.0,35.84197236671914,-55.28478202022423,14.535132451454322,7.610780611109581,8.131897806633503,10.966352616463263,3.152359142844879,5.1192597059966545,9.857254356174826,7.848318177089425,2.7010746063981115,4.137928483646698
27.0,35.97529882032517,-29.116149789679262,22.011181857016414,12.57593046158182,10.6705735846728,11.117220849829774,4.576063875285419,5.182702344610214,9.664582697119098,7.605243753073,3.4780521940729057,4.090338838940217
28.0,39.26885386456406,43.607593890064074,6.283687303986531,15.421399393056804,18.038688442514825,11.680427012814278,3.612225545255496,5.466649965946626,4.42049973081093,7.80124990638122,3.688390979747865,4.179687892353621
29.0,28.8979085673493,56.26181154763276,24.969354701038213,15.889622084283761,17.03534988935415,11.652910150860063,3.385899910743968,5.438477917672035,4.2453951272393535,7.756923616625248,4.454471776929232,4.086800384611208
30.0,41.644351766925766,55.20644428084708,10.840354283496435,15.935707453124097,18.220025804161516,11.590330389586724,6.671837565673829,5.3102559648087615,6.780882961309625,7.657141773911105,3.7982070331621034,3.999395208910496
31.0,82.67537133028735,54.95613744169961,12.6120950304139,16.309476784967927,2.9121050022655153,11.615957994214806,2.8948823736961646,5.23398145666676,6.857916251767608,7.577083015576234,3.808925885600414,3.9538513097348953
32.0,36.351739452411344,57.41449466703958,20.42025565151943,16.31615572613158,20.224434258983692,11.38432473505641,6.49644853909585,5.21695872709514,8.343222600309353,7.521230138255903,3.9404070014848043,4.000263620339764
33.0,19.451795765527923,59.097965530797715,15.936013809247719,16.245470774874498,9.449458558917637,10.80425324783025,2.9783263328825322,5.2596633451941575,3.3188629257325646,7.563361410478523,4.6959303495357405,3.944987042834876
34.0,42.59349610994718,59.18687513136517,11.835641255976663,16.284398657651252,8.632725127826378,10.589178301975101,10.058063110679456,5.0618522566109725,5.331976370686924,7.561390116179446,5.318951735530256,3.84539884328744
35.0,87.71546052112504,59.362390806486374,18.494287967475486,16.23160297106278,10.098014437591333,10.781415865732306,4.0704821182809585,5.106883431679627,9.429427403869994,7.548715810743932,3.691998164029408,3.7844832822750143
