-16, -11, 9, 0, 0, 0, 0, 3, 0, 0, 0
-11, -4, 9, 0, 0, 0, 0, 3, 0, 0, 0
-8, 0, 9, 0, 0, 0, 0, 3, 0, 0, 0
-10, -3, 9, 0, 0, 0, 0, 3, 0, 0, 0
-9, -2, 9, 0, 0, 0, 0, 3, 0, 0, 0
-2, 5, 10, 0, 0, 0, 0, 3, 7872, 1488, 1584
0, 8, 10, 0, 0, 0, 0, 3, 0, 0, 0
-2, 5, 11, 0, 0, 0, 0, 3, 0, 0, 0
-5, 1, 11, 0, 0, 0, 0, 3, 0, 0, 0
-1, 3, 11, 0, 0, 0, 0, 3, 0, 0, 0
3, 7, 12, 0, 0, 0, 0, 3, 0, 0, 0
0, 2, 12, 0, 0, 0, 0, 3, 0, 0, 0
-3, -3, 12, 0, 0, 0, 0, 3, 0, 0, 0
0, 0, 12, 0, 0, 0, 0, 3, 0, 0, 0
2, 3, 11, 0, 0, 0, 0, 3, 0, 0, 0
0, 1, 11, 0, 0, 0, 0, 3, 7872, 1424, 0
-7, -4, 11, 0, 0, 0, 0, 3, 0, 0, 1616
-10, -7, 11, 0, 0, 0, 0, 3, 0, 0, 0
-5, -2, 11, 0, 0, 0, 0, 3, 0, 0, 0
-6, -1, 12, 0, 0, 0, 0, 3, 0, 0, 0
-13, -8, 12, 0, 0, 0, 0, 3, 0, 0, 0
-16, -12, 13, 0, 0, 0, 0, 3, 0, 0, 0
-11, -5, 14, 0, 0, 0, 0, 3, 0, 0, 0
-9, -2, 16, 0, 0, 0, 0, 3, 0, 0, 0
-15, -8, 17, 0, 0, 0, 0, 3, 0, 0, 0
-20, -15, 19, 0, 0, 0, 0, 3, 7872, 1456, 1584
-15, -11, 20, 0, 0, 0, 0, 3, 0, 0, 0
-8, -2, 22, 0, 0, 0, 0, 3, 0, 0, 0
-9, -3, 24, 0, 0, 0, 0, 3, 0, 0, 0
-16, -10, 25, 0, 0, 0, 0, 3, 0, 0, 0
-16, -10, 27, 0, 0, 0, 0, 3, 0, 0, 0
-12, -4, 29, 0, 0, 0, 0, 3, 0, 0, 0
-12, -4, 30, 0, 0, 0, 0, 3, 0, 0, 0
-19, -12, 31, 0, 0, 0, 0, 3, 0, 0, 0
-22, -14, 33, 0, 0, 0, 0, 3, 0, 0, 0
-17, -8, 33, 0, 0, 0, 0, 3, 0, 0, 0
-14, -5, 34, 0, 0, 0, 0, 3, 7840, 1488, 1568
-18, -9, 34, 0, 0, 0, 0, 3, 0, 0, 0
-22, -13, 34, 0, 0, 0, 0, 3, 0, 0, 0
-17, -10, 34, 0, 0, 0, 0, 3, 0, 0, 0
-10, -3, 33, 0, 0, 0, 0, 3, 0, 0, 0
-12, -5, 33, 0, 0, 0, 0, 3, 0, 0, 0
-16, -11, 32, 0, 0, 0, 0, 3, 0, 0, 0
-13, -9, 31, 0, 0, 0, 0, 3, 0, 0, 0
-6, -2, 30, 0, 0, 0, 0, 3, 0, 0, 0
-6, -1, 29, 0, 0, 0, 0, 3, 0, 0, 0
-12, -7, 29, 0, 0, 0, 0, 3, 7824, 1488, 1584
-14, -8, 29, 0, 0, 0, 0, 3, 0, 0, 0
-10, -4, 28, 0, 0, 0, 0, 3, 0, 0, 0
-6, 2, 29, 0, 0, 0, 0, 3, 0, 0, 0
-7, 1, 29, 0, 0, 0, 0, 3, 0, 0, 0
-8, 1, 29, 0, 0, 0, 0, 3, 0, 0, 0
-8, 3, 29, 0, 0, 0, 0, 3, 0, 0, 0
