-56, -16, 36, 0, 0, 0, 0, 7, 0, 0, 0
-50, -11, 17, 0, 0, 0, 0, 3, 0, 0, 0
-30, 3, 18, 0, 0, 0, 0, 3, 0, 0, 0
-20, 7, 18, 0, 0, 0, 0, 3, 0, 0, 0
-38, -8, 19, 0, 0, 0, 0, 3, 0, 0, 0
-61, -27, 19, 0, 0, 0, 0, 3, 0, 0, 0
-43, -13, 19, 0, 0, 0, 0, 3, 0, 0, 0
-22, 6, 19, 0, 0, 0, 0, 3, 0, 0, 0
-28, 2, 19, 0, 0, 0, 0, 3, 0, 0, 0
-54, -22, 19, 0, 0, 0, 0, 3, 0, 0, 0
-48, -19, 19, 0, 0, 0, 0, 3, 7424, 3344, -384
-25, -1, 18, 0, 0, 0, 0, 3, 0, 0, 0
-20, 0, 18, 0, 0, 0, 0, 3, 0, 0, 0
-46, -19, 18, 0, 0, 0, 0, 3, 0, 0, 0
-52, -26, 18, 0, 0, 0, 0, 3, 0, 0, 0
-27, -8, 18, 0, 0, 0, 0, 3, 0, 0, 0
-15, -1, 18, 0, 0, 0, 0, 3, 0, 0, 0
-31, -12, 19, 0, 0, 0, 0, 3, 0, 0, 0
-45, -23, 19, 0, 0, 0, 0, 3, 0, 0, 0
-23, -4, 19, 0, 0, 0, 0, 3, 7328, 3312, -384
-6, 12, 19, 0, 0, 0, 0, 3, 0, 0, 0
-16, 2, 19, 0, 0, 0, 0, 3, 0, 0, 0
-42, -17, 19, 0, 0, 0, 0, 3, 0, 0, 0
-25, -4, 19, 0, 0, 0, 0, 3, 0, 0, 0
-1, 11, 18, 0, 0, 0, 0, 3, 0, 0, 0
0, 10, 18, 0, 0, 0, 0, 3, 0, 0, 0
-22, -7, 18, 0, 0, 0, 0, 3, 0, 0, 0
-18, -2, 18, 0, 0, 0, 0, 3, 0, 0, 0
3, 14, 18, 0, 0, 0, 0, 3, 0, 0, 0
11, 17, 18, 0, 0, 0, 0, 3, 7344, 3280, 0
-7, -1, 18, 0, 0, 0, 0, 3, 0, 0, -368
-13, -6, 18, 0, 0, 0, 0, 3, 0, 0, 0
